"customer_id","frequency","monetary","segment"
"14535",4,2841.09,"High Value"
"14536",1,171.80,"Low Value"
"14537",1,355.56,"Low Value"
"14538",2,388.25,"Low Value"
"14539",2,537.48,"Mid Value"
"14540",3,996.26,"Mid Value"
"14541",8,1461.65,"High Value"
"14542",1,103.25,"Low Value"
"14543",21,2916.17,"High Value"
"14544",2,2024.45,"High Value"
"14546",9,2487.02,"High Value"
"14547",9,3986.74,"High Value"
"14548",2,652.80,"Mid Value"
"14549",1,289.24,"Low Value"
"14550",2,765.62,"Mid Value"
"14551",2,186.23,"Low Value"
"14552",1,165.07,"Low Value"
"14553",5,859.27,"Mid Value"
"14554",4,2381.04,"High Value"
"14555",2,324.14,"Low Value"
"14557",2,0.00,"Low Value"
"14560",24,2174.18,"High Value"
"14561",3,1080.76,"High Value"
"14562",22,4709.22,"High Value"
"14565",6,3073.77,"High Value"
"14566",1,1432.00,"High Value"
"14567",3,1524.46,"High Value"
"14569",1,227.39,"Low Value"
"14570",2,218.06,"Low Value"
"14572",10,2803.69,"High Value"
"14573",13,1603.72,"High Value"
"14576",1,35.40,"Low Value"
"14577",4,859.71,"Mid Value"
"14578",1,168.63,"Low Value"
"14581",1,138.60,"Low Value"
"14582",1,114.11,"Low Value"
"14583",5,1052.55,"High Value"
"14584",5,1029.26,"High Value"
"14585",1,157.05,"Low Value"
"14586",3,134.16,"Low Value"
"14587",10,1598.24,"High Value"
"14589",1,39.75,"Low Value"
"14591",4,1447.14,"High Value"
"14592",3,570.46,"Mid Value"
"14593",3,617.99,"Mid Value"
"14594",2,379.83,"Low Value"
"14595",6,1740.60,"High Value"
"14597",2,883.15,"Mid Value"
"14598",1,221.97,"Low Value"
"14600",1,393.33,"Low Value"
"14601",1,213.96,"Low Value"
"14603",1,660.00,"Mid Value"
"14606",128,11713.85,"High Value"
"14607",17,11341.10,"High Value"
"14608",4,1785.15,"High Value"
"14609",4,601.56,"Mid Value"
"14616",3,406.08,"Low Value"
"14618",4,538.59,"Mid Value"
"14619",2,379.51,"Low Value"
"14620",3,393.28,"Low Value"
"14621",6,1765.76,"High Value"
"14622",1,320.58,"Low Value"
"14623",6,869.35,"Mid Value"
"14624",2,225.85,"Low Value"
"14625",5,848.48,"Mid Value"
"14626",7,2757.07,"High Value"
"14627",1,-21.85,"Low Value"
"14628",2,671.96,"Mid Value"
"14629",3,939.21,"Mid Value"
"14631",3,1006.98,"High Value"
"14632",1,114.56,"Low Value"
"14633",1,344.90,"Low Value"
"14636",2,609.85,"Mid Value"
"14638",1,443.60,"Low Value"
"14639",8,2952.34,"High Value"
"14640",8,2042.15,"High Value"
"14641",1,110.46,"Low Value"
"14642",1,96.12,"Low Value"
"14643",3,668.61,"Mid Value"
"14644",4,780.46,"Mid Value"
"14645",2,597.09,"Mid Value"
"14646",77,279489.02,"High Value"
"14647",1,243.22,"Low Value"
"14649",4,1417.29,"High Value"
"14651",2,654.60,"Mid Value"
"14652",1,114.18,"Low Value"
"14653",7,1947.55,"High Value"
"14655",5,1930.15,"High Value"
"14656",2,291.05,"Low Value"
"14657",5,838.27,"Mid Value"
"14658",2,247.15,"Low Value"
"14659",12,2456.53,"High Value"
"14660",2,285.74,"Low Value"
"14661",1,107.95,"Low Value"
"14662",4,771.17,"Mid Value"
"14664",2,637.89,"Mid Value"
"14665",7,1258.38,"High Value"
"14666",1,195.25,"Low Value"
"14667",27,9231.20,"High Value"
"14669",3,1269.99,"High Value"
"14670",2,411.53,"Low Value"
"14672",2,765.55,"Mid Value"
"14673",5,1736.40,"High Value"
"14675",1,604.75,"Mid Value"
"14676",8,2543.24,"High Value"
"14679",1,-2.55,"Low Value"
"14680",23,26932.34,"High Value"
"14681",3,498.95,"Low Value"
"14682",2,52.00,"Low Value"
"14684",5,1236.28,"High Value"
"14687",1,628.38,"Mid Value"
"14688",27,5107.38,"High Value"
"14689",1,112.80,"Low Value"
"14690",3,358.61,"Low Value"
"14691",5,2114.33,"High Value"
"14692",5,582.05,"Mid Value"
"14693",1,172.90,"Low Value"
"14696",9,2070.97,"High Value"
"14697",2,188.61,"Low Value"
"14698",5,1250.76,"High Value"
"14699",1,109.13,"Low Value"
"14700",3,2235.30,"High Value"
"14701",12,2486.22,"High Value"
"14702",18,3250.64,"High Value"
"14703",1,318.17,"Low Value"
"14704",9,1546.91,"High Value"
"14705",1,179.00,"Low Value"
"14708",4,1096.67,"High Value"
"14709",14,4911.14,"High Value"
"14710",4,606.13,"Mid Value"
"14711",12,2838.20,"High Value"
"14712",3,917.07,"Mid Value"
"14713",12,2664.26,"High Value"
"14714",1,160.19,"Low Value"
"14715",4,867.38,"Mid Value"
"14716",2,329.68,"Low Value"
"14719",6,1592.18,"High Value"
"14720",3,663.81,"Mid Value"
"14722",1,187.92,"Low Value"
"14723",6,1158.30,"High Value"
"14725",1,718.08,"Mid Value"
"14727",1,268.58,"Low Value"
"14729",1,313.49,"Low Value"
"14730",8,2005.06,"High Value"
"14731",3,380.02,"Low Value"
"14732",10,2686.34,"High Value"
"14733",15,9451.54,"High Value"
"14735",34,5807.69,"High Value"
"14737",3,1164.55,"High Value"
"14738",9,1289.94,"High Value"
"14739",8,3899.10,"High Value"
"14740",4,1423.21,"High Value"
"14741",6,1400.34,"High Value"
"14744",9,1088.53,"High Value"
"14745",6,1167.16,"High Value"
"14747",2,294.30,"Low Value"
"14748",6,1311.79,"High Value"
"14752",1,389.64,"Low Value"
"14753",1,563.15,"Mid Value"
"14754",2,638.05,"Mid Value"
"14755",12,4965.38,"High Value"
"14756",1,738.96,"Mid Value"
"14757",1,420.50,"Low Value"
"14758",4,1484.06,"High Value"
"14759",3,1625.97,"High Value"
"14760",2,53.80,"Low Value"
"14761",2,255.90,"Low Value"
"14762",1,300.52,"Low Value"
"14764",2,250.55,"Low Value"
"14765",3,254.11,"Low Value"
"14766",8,2423.07,"High Value"
"14768",3,139.50,"Low Value"
"14769",10,10641.60,"High Value"
"14770",2,876.42,"Mid Value"
"14772",1,139.26,"Low Value"
"14775",3,1011.90,"High Value"
"14776",13,2195.58,"High Value"
"14777",2,-17.45,"Low Value"
"14778",2,730.86,"Mid Value"
"14779",3,386.15,"Low Value"
"14780",2,447.68,"Low Value"
"14782",1,200.10,"Low Value"
"14784",2,289.99,"Low Value"
"14785",2,77.40,"Low Value"
"14788",2,679.44,"Mid Value"
"14789",1,197.64,"Low Value"
"14790",4,745.06,"Mid Value"
"14792",2,0.00,"Low Value"
"14793",2,214.14,"Low Value"
"14794",9,1272.11,"High Value"
"14795",1,131.45,"Low Value"
"14796",27,7839.51,"High Value"
"14798",3,173.74,"Low Value"
"14799",1,157.70,"Low Value"
"14800",16,4236.34,"High Value"
"14801",1,193.14,"Low Value"
"14803",3,845.55,"Mid Value"
"14804",1,353.27,"Low Value"
"14805",4,554.65,"Mid Value"
"14806",1,193.39,"Low Value"
"14808",15,2175.37,"High Value"
"14810",11,2087.88,"High Value"
"14813",2,155.43,"Low Value"
"14815",2,778.50,"Mid Value"
"14816",1,271.85,"Low Value"
"14817",2,1110.34,"High Value"
"14818",3,657.80,"Mid Value"
"14819",2,272.07,"Low Value"
"14820",4,507.29,"Mid Value"
"14821",1,48.80,"Low Value"
"14823",3,321.43,"Low Value"
"14824",4,1127.71,"High Value"
"14825",12,2226.91,"High Value"
"14828",3,2139.76,"High Value"
"14829",6,644.65,"Mid Value"
"14830",1,197.13,"Low Value"
"14834",8,1698.35,"High Value"
"14836",3,102.45,"Low Value"
"14837",5,1641.20,"High Value"
"14840",1,62.85,"Low Value"
"14841",6,3295.76,"High Value"
"14842",8,2456.80,"High Value"
"14844",4,3189.81,"High Value"
"14847",1,309.40,"Low Value"
"14849",28,7904.28,"High Value"
"14850",2,278.15,"Low Value"
"14851",2,511.35,"Mid Value"
"14852",6,2836.69,"High Value"
"14853",3,463.05,"Low Value"
"14854",8,2749.89,"High Value"
"14855",2,645.65,"Mid Value"
"14856",3,1311.38,"High Value"
"14857",3,1165.65,"High Value"
"14859",5,1352.04,"High Value"
"14860",2,168.62,"Low Value"
"14861",1,125.79,"Low Value"
"14862",2,841.20,"Mid Value"
"14863",1,266.76,"Low Value"
"14865",2,52.20,"Low Value"
"14866",13,14197.45,"High Value"
"14867",4,701.33,"Mid Value"
"14868",9,2939.64,"High Value"
"14869",3,721.95,"Mid Value"
"14870",1,327.25,"Low Value"
"14871",4,522.38,"Mid Value"
"14873",1,519.68,"Mid Value"
"14875",5,1448.72,"High Value"
"14878",9,1485.54,"High Value"
"14880",3,706.19,"Mid Value"
"14881",1,255.40,"Low Value"
"14882",2,589.70,"Mid Value"
"14883",7,756.64,"Mid Value"
"14885",1,765.32,"Mid Value"
"14886",1,364.80,"Low Value"
"14887",1,1862.00,"High Value"
"14888",1,369.20,"Low Value"
"14889",1,135.90,"Low Value"
"14890",1,125.65,"Low Value"
"14891",2,554.38,"Mid Value"
"14893",2,1237.85,"High Value"
"14894",1,655.75,"Mid Value"
"14895",24,11020.26,"High Value"
"14896",2,468.77,"Low Value"
"14897",4,1366.38,"High Value"
"14898",8,1228.32,"High Value"
"14901",10,1414.99,"High Value"
"14902",2,314.11,"Low Value"
"14903",10,2744.48,"High Value"
"14904",2,1025.44,"High Value"
"14905",3,599.90,"Mid Value"
"14907",10,3478.85,"High Value"
"14908",1,277.80,"Low Value"
"14910",7,389.86,"Low Value"
"14911",248,132572.62,"High Value"
"14912",3,841.52,"Mid Value"
"14913",4,1227.43,"High Value"
"14915",3,258.83,"Low Value"
"14916",5,1264.84,"High Value"
"14918",2,1610.15,"High Value"
"14920",2,977.77,"Mid Value"
"14921",2,1316.07,"High Value"
"14923",1,749.10,"Mid Value"
"14924",1,310.05,"Low Value"
"14929",1,223.88,"Low Value"
"14930",3,2372.86,"High Value"
"14931",6,964.68,"Mid Value"
"14932",1,363.53,"Low Value"
"14934",3,1888.84,"High Value"
"14935",1,1784.71,"High Value"
"14936",9,8117.42,"High Value"
"14937",4,1617.63,"High Value"
"14944",14,5842.95,"High Value"
"14946",1,100.90,"Low Value"
"14947",2,290.82,"Low Value"
"14948",7,1066.57,"High Value"
"14950",2,361.25,"Low Value"
"14951",1,311.69,"Low Value"
"14952",15,7912.79,"High Value"
"14953",1,289.82,"Low Value"
"14954",1,336.17,"Low Value"
"14957",1,58.49,"Low Value"
"14958",3,499.68,"Low Value"
"14959",5,684.97,"Mid Value"
"14960",2,221.27,"Low Value"
"14961",12,7006.58,"High Value"
"14962",1,126.70,"Low Value"
"14963",5,1487.80,"High Value"
"14964",1,206.21,"Low Value"
"14965",2,599.00,"Mid Value"
"14966",1,191.32,"Low Value"
"14967",1,463.80,"Low Value"
"14968",1,147.59,"Low Value"
"14970",4,1592.06,"High Value"
"14971",3,1116.57,"High Value"
"14972",1,114.77,"Low Value"
"14973",3,1314.45,"High Value"
"14974",1,114.39,"Low Value"
"14975",1,279.94,"Low Value"
"14976",8,765.86,"Mid Value"
"14978",5,1931.42,"High Value"
"14981",1,102.12,"Low Value"
"14984",2,213.27,"Low Value"
"14985",2,296.75,"Low Value"
"14987",2,326.40,"Low Value"
"14988",1,334.54,"Low Value"
"14995",2,233.23,"Low Value"
"14997",4,540.98,"Mid Value"
"14998",2,429.87,"Low Value"
"15000",1,490.52,"Low Value"
"15002",4,1641.76,"High Value"
"15004",1,1246.32,"High Value"
"15005",35,6180.49,"High Value"
"15006",1,502.09,"Mid Value"
"15007",1,156.91,"Low Value"
"15009",3,1261.78,"High Value"
"15010",1,308.94,"Low Value"
"15012",2,423.04,"Low Value"
"15014",2,260.17,"Low Value"
"15016",1,170.04,"Low Value"
"15017",1,125.58,"Low Value"
"15018",4,456.26,"Low Value"
"15019",1,266.00,"Low Value"
"15021",13,1872.28,"High Value"
"15022",4,905.04,"Mid Value"
"15023",12,6763.16,"High Value"
"15024",10,1661.33,"High Value"
"15025",1,377.01,"Low Value"
"15026",3,469.00,"Low Value"
"15027",6,1051.95,"High Value"
"15028",4,627.13,"Mid Value"
"15030",2,518.28,"Mid Value"
"15031",4,668.14,"Mid Value"
"15032",5,4464.10,"High Value"
"15033",11,2571.02,"High Value"
"15034",11,4277.66,"High Value"
"15035",1,252.73,"Low Value"
"15036",3,465.55,"Low Value"
"15038",7,665.59,"Mid Value"
"15039",52,19786.44,"High Value"
"15041",1,180.35,"Low Value"
"15042",1,135.93,"Low Value"
"15043",1,537.00,"Mid Value"
"15044",22,7629.38,"High Value"
"15045",3,633.66,"Mid Value"
"15046",16,5064.01,"High Value"
"15047",1,343.62,"Low Value"
"15048",5,380.57,"Low Value"
"15049",1,121.17,"Low Value"
"15050",5,1727.17,"High Value"
"15051",3,1391.61,"High Value"
"15052",1,215.78,"Low Value"
"15053",3,697.79,"Mid Value"
"15054",2,302.10,"Low Value"
"15057",2,1489.50,"High Value"
"15058",11,2124.99,"High Value"
"15059",11,1325.82,"High Value"
"15060",4,303.09,"Low Value"
"15061",55,54228.74,"High Value"
"15062",4,987.86,"Mid Value"
"15063",1,370.80,"Low Value"
"15065",6,3135.98,"High Value"
"15066",2,760.59,"Mid Value"
"15067",3,1744.76,"High Value"
"15068",2,553.36,"Mid Value"
"15069",1,1109.53,"High Value"
"15070",1,106.20,"Low Value"
"15071",2,982.07,"Mid Value"
"15073",4,612.43,"Mid Value"
"15074",1,748.87,"Mid Value"
"15075",1,773.03,"Mid Value"
"15076",1,880.85,"Mid Value"
"15078",38,9623.35,"High Value"
"15079",5,893.66,"Mid Value"
"15081",6,487.35,"Low Value"
"15083",1,88.20,"Low Value"
"15087",1,306.94,"Low Value"
"15088",3,1140.27,"High Value"
"15089",6,2420.84,"High Value"
"15090",1,381.32,"Low Value"
"15091",2,476.96,"Low Value"
"15092",2,457.81,"Low Value"
"15093",9,4410.14,"High Value"
"15095",5,1364.70,"High Value"
"15096",1,219.39,"Low Value"
"15097",1,248.08,"Low Value"
"15098",5,649.50,"Mid Value"
"15099",1,410.48,"Low Value"
"15100",6,635.10,"Mid Value"
"15101",3,310.03,"Low Value"
"15103",2,703.36,"Mid Value"
"15104",3,1002.54,"High Value"
"15105",7,2298.93,"High Value"
"15106",7,1407.73,"High Value"
"15107",8,247.66,"Low Value"
"15108",5,1291.75,"High Value"
"15109",2,463.75,"Low Value"
"15110",7,970.25,"Mid Value"
"15111",3,1567.48,"High Value"
"15113",4,3439.41,"High Value"
"15114",10,2760.56,"High Value"
"15115",1,340.11,"Low Value"
"15116",4,1352.75,"High Value"
"15117",6,1550.13,"High Value"
"15118",1,244.80,"Low Value"
"15119",1,266.40,"Low Value"
"15120",2,343.82,"Low Value"
"15121",2,457.72,"Low Value"
"15122",6,1612.13,"High Value"
"15123",2,2199.31,"High Value"
"15124",2,184.19,"Low Value"
"15125",23,11117.05,"High Value"
"15127",1,406.53,"Low Value"
"15128",8,1419.54,"High Value"
"15129",11,3447.40,"High Value"
"15130",1,330.11,"Low Value"
"15132",5,977.93,"Mid Value"
"15133",3,982.42,"Mid Value"
"15134",8,1387.99,"High Value"
"15135",2,127.15,"Low Value"
"15136",5,1282.45,"High Value"
"15139",2,178.96,"Low Value"
"15140",8,2350.00,"High Value"
"15142",1,498.74,"Low Value"
"15143",1,259.45,"Low Value"
"15144",18,6530.04,"High Value"
"15145",4,1194.73,"High Value"
"15146",3,1313.66,"High Value"
"15147",2,608.65,"Mid Value"
"15148",1,301.29,"Low Value"
"15149",1,520.80,"Mid Value"
"15150",11,5303.97,"High Value"
"15152",16,4684.24,"High Value"
"15153",1,329.25,"Low Value"
"15154",2,240.27,"Low Value"
"15156",3,961.49,"Mid Value"
"15157",5,1869.50,"High Value"
"15158",1,401.40,"Low Value"
"15159",34,18573.68,"High Value"
"15160",1,158.16,"Low Value"
"15163",2,304.47,"Low Value"
"15164",3,843.05,"Mid Value"
"15165",1,487.75,"Low Value"
"15167",1,163.00,"Low Value"
"15168",1,106.56,"Low Value"
"15171",2,1034.50,"High Value"
"15172",5,1624.05,"High Value"
"15174",1,135.75,"Low Value"
"15175",1,224.14,"Low Value"
"15178",1,40.50,"Low Value"
"15179",7,2186.20,"High Value"
"15180",1,87.50,"Low Value"
"15181",5,680.28,"Mid Value"
"15182",2,622.85,"Mid Value"
"15184",2,406.76,"Low Value"
"15185",1,310.62,"Low Value"
"15186",2,411.41,"Low Value"
"15187",18,4670.08,"High Value"
"15189",53,15802.14,"High Value"
"15192",3,1044.32,"High Value"
"15193",1,499.32,"Low Value"
"15194",22,7521.17,"High Value"
"15195",1,3861.00,"High Value"
"15197",5,656.44,"Mid Value"
"15198",2,193.64,"Low Value"
"15199",4,1268.70,"High Value"
"15201",11,927.84,"Mid Value"
"15203",6,1827.80,"High Value"
"15204",1,316.58,"Low Value"
"15205",3,648.83,"Mid Value"
"15206",4,420.30,"Low Value"
"15208",6,867.62,"Mid Value"
"15210",1,331.18,"Low Value"
"15211",2,894.41,"Mid Value"
"15212",2,88.95,"Low Value"
"15213",3,325.05,"Low Value"
"15214",8,1661.44,"High Value"
"15215",6,615.99,"Mid Value"
"15216",1,96.60,"Low Value"
"15218",11,5756.89,"High Value"
"15219",1,305.75,"Low Value"
"15220",7,1758.92,"High Value"
"15221",2,114.10,"Low Value"
"15222",1,585.00,"Mid Value"
"15223",3,454.90,"Low Value"
"15224",3,310.48,"Low Value"
"15225",1,409.40,"Low Value"
"15226",1,154.41,"Low Value"
"15227",5,1219.40,"High Value"
"15228",5,3376.96,"High Value"
"15230",2,429.60,"Low Value"
"15232",2,612.06,"Mid Value"
"15234",1,197.00,"Low Value"
"15235",12,2247.51,"High Value"
"15236",1,321.05,"Low Value"
"15237",4,1412.32,"High Value"
"15238",5,1056.54,"High Value"
"15239",3,764.34,"Mid Value"
"15240",7,1685.57,"High Value"
"15241",9,1738.59,"High Value"
"15243",1,316.68,"Low Value"
"15244",2,631.57,"Mid Value"
"15245",3,2515.84,"High Value"
"15246",2,514.15,"Mid Value"
"15247",1,356.00,"Low Value"
"15249",15,6657.36,"High Value"
"15251",15,10327.11,"High Value"
"15252",2,740.78,"Mid Value"
"15253",6,915.30,"Mid Value"
"15254",1,300.36,"Low Value"
"15255",1,890.85,"Mid Value"
"15256",1,98.45,"Low Value"
"15257",2,232.15,"Low Value"
"15258",2,623.16,"Mid Value"
"15260",8,1780.77,"High Value"
"15261",1,254.82,"Low Value"
"15262",1,178.95,"Low Value"
"15263",1,156.51,"Low Value"
"15264",1,393.74,"Low Value"
"15265",2,1506.12,"High Value"
"15266",1,119.30,"Low Value"
"15267",5,1717.36,"High Value"
"15269",1,408.80,"Low Value"
"15270",9,2298.20,"High Value"
"15271",16,2485.82,"High Value"
"15272",2,721.94,"Mid Value"
"15274",2,716.57,"Mid Value"
"15275",2,609.19,"Mid Value"
"15276",1,135.31,"Low Value"
"15277",1,255.90,"Low Value"
"15279",2,277.41,"Low Value"
"15280",1,113.12,"Low Value"
"15281",12,2239.95,"High Value"
"15286",1,240.55,"Low Value"
"15287",3,485.24,"Low Value"
"15288",5,2306.52,"High Value"
"15289",4,935.10,"Mid Value"
"15290",21,7803.77,"High Value"
"15291",20,4596.51,"High Value"
"15292",1,180.94,"Low Value"
"15296",10,3610.31,"High Value"
"15297",4,635.04,"Mid Value"
"15298",14,3774.10,"High Value"
"15299",11,3787.09,"High Value"
"15300",1,496.44,"Low Value"
"15301",14,5028.12,"High Value"
"15303",1,574.02,"Mid Value"
"15304",10,680.30,"Mid Value"
"15306",3,1174.35,"High Value"
"15307",1,205.30,"Low Value"
"15308",2,302.27,"Low Value"
"15311",118,59419.34,"High Value"
"15312",5,921.10,"Mid Value"
"15313",1,52.00,"Low Value"
"15314",1,327.97,"Low Value"
"15315",3,551.54,"Mid Value"
"15316",1,165.00,"Low Value"
"15318",1,312.62,"Low Value"
"15319",1,204.50,"Low Value"
"15320",1,267.13,"Low Value"
"15321",4,2650.73,"High Value"
"15322",2,602.97,"Mid Value"
"15325",1,162.29,"Low Value"
"15326",1,311.71,"Low Value"
"15327",1,208.75,"Low Value"
"15329",5,1005.50,"High Value"
"15330",2,714.96,"Mid Value"
"15332",4,1661.06,"High Value"
"15333",1,1028.56,"High Value"
"15334",3,351.67,"Low Value"
"15335",1,173.97,"Low Value"
"15339",3,557.57,"Mid Value"
"15341",1,2020.52,"High Value"
"15342",2,391.76,"Low Value"
"15343",1,364.50,"Low Value"
"15344",5,476.58,"Low Value"
"15345",2,367.69,"Low Value"
"15346",1,252.42,"Low Value"
"15347",1,201.60,"Low Value"
"15348",1,158.04,"Low Value"
"15349",2,473.81,"Low Value"
"15350",1,115.65,"Low Value"
"15351",10,1862.14,"High Value"
"15353",2,777.02,"Mid Value"
"15355",2,277.05,"Low Value"
"15356",10,2766.50,"High Value"
"15358",29,8234.80,"High Value"
"15360",1,427.93,"Low Value"
"15361",1,418.92,"Low Value"
"15363",2,318.05,"Low Value"
"15364",2,913.19,"Mid Value"
"15365",9,1330.45,"High Value"
"15366",2,602.51,"Mid Value"
"15367",5,1867.69,"High Value"
"15368",1,446.94,"Low Value"
"15369",1,-1592.49,"Low Value"
"15370",8,2360.55,"High Value"
"15372",1,2007.40,"High Value"
"15373",13,2213.11,"High Value"
"15374",1,168.00,"Low Value"
"15376",3,1233.36,"High Value"
"15379",8,3631.89,"High Value"
"15380",6,1682.36,"High Value"
"15381",2,596.85,"Mid Value"
"15382",8,5927.86,"High Value"
"15384",3,635.76,"Mid Value"
"15385",1,316.88,"Low Value"
"15386",1,394.14,"Low Value"
"15388",1,140.54,"Low Value"
"15389",1,500.00,"Mid Value"
"15392",5,1515.73,"High Value"
"15393",2,231.86,"Low Value"
"15394",4,2183.54,"High Value"
"15395",1,107.45,"Low Value"
"15396",1,288.18,"Low Value"
"15397",1,94.00,"Low Value"
"15398",3,1339.63,"High Value"
"15399",3,815.77,"Mid Value"
"15400",6,666.70,"Mid Value"
"15402",2,626.77,"Mid Value"
"15405",1,349.10,"Low Value"
"15406",4,426.61,"Low Value"
"15407",4,1056.44,"High Value"
"15408",1,267.18,"Low Value"
"15410",8,3450.84,"High Value"
"15411",5,1346.38,"High Value"
"15412",1,190.53,"Low Value"
"15414",3,774.90,"Mid Value"
"15415",1,572.81,"Mid Value"
"15416",5,3974.37,"High Value"
"15417",1,508.80,"Mid Value"
"15419",1,135.86,"Low Value"
"15421",4,950.36,"Mid Value"
"15422",2,97.70,"Low Value"
"15423",1,43.50,"Low Value"
"15424",2,383.34,"Low Value"
"15426",7,1429.90,"High Value"
"15427",3,1483.14,"High Value"
"15428",1,93.78,"Low Value"
"15429",3,364.90,"Low Value"
"15432",1,171.19,"Low Value"
"15433",3,417.87,"Low Value"
"15434",6,997.48,"Mid Value"
"15435",1,149.29,"Low Value"
"15436",3,1122.53,"High Value"
"15437",1,200.16,"Low Value"
"15438",1,156.58,"Low Value"
"15440",3,383.68,"Low Value"
"15442",1,594.00,"Mid Value"
"15443",8,3212.16,"High Value"
"15444",2,1418.26,"High Value"
"15445",1,113.50,"Low Value"
"15447",1,155.17,"Low Value"
"15448",1,494.64,"Low Value"
"15449",5,971.22,"Mid Value"
"15450",1,429.84,"Low Value"
"15452",3,538.73,"Mid Value"
"15453",7,1388.37,"High Value"
"15454",1,179.10,"Low Value"
"15456",3,447.22,"Low Value"
"15457",1,237.07,"Low Value"
"15458",1,161.64,"Low Value"
"15460",1,216.76,"Low Value"
"15462",3,234.60,"Low Value"
"15463",1,126.14,"Low Value"
"15464",1,1048.85,"High Value"
"15465",24,6945.02,"High Value"
"15466",1,334.53,"Low Value"
"15467",4,511.88,"Mid Value"
"15468",5,438.46,"Low Value"
"15469",4,504.50,"Mid Value"
"15471",1,469.48,"Low Value"
"15472",1,371.56,"Low Value"
"15473",10,1465.20,"High Value"
"15475",1,454.11,"Low Value"
"15478",2,1441.42,"High Value"
"15480",1,905.50,"Mid Value"
"15482",16,6568.72,"High Value"
"15483",4,233.81,"Low Value"
"15484",5,3563.11,"High Value"
"15485",3,2575.00,"High Value"
"15488",1,91.32,"Low Value"
"15489",4,1090.03,"High Value"
"15491",7,3090.85,"High Value"
"15492",2,659.46,"Mid Value"
"15493",7,1967.25,"High Value"
"15494",2,1299.23,"High Value"
"15497",3,1259.70,"High Value"
"15498",35,12396.46,"High Value"
"15500",4,1131.56,"High Value"
"15502",23,5541.46,"High Value"
"15503",1,147.09,"Low Value"
"15504",1,52.83,"Low Value"
"15505",7,3497.14,"High Value"
"15506",3,979.26,"Mid Value"
"15507",1,492.36,"Low Value"
"15508",6,1000.27,"High Value"
"15510",1,250,"Low Value"
"15511",5,909.23,"Mid Value"
"15512",2,121.00,"Low Value"
"15513",22,14520.08,"High Value"
"15514",13,2963.19,"High Value"
"15516",3,62.43,"Low Value"
"15517",1,267.03,"Low Value"
"15518",13,1911.89,"High Value"
"15520",1,343.50,"Low Value"
"15521",13,2574.65,"High Value"
"15522",2,398.84,"Low Value"
"15523",1,412.01,"Low Value"
"15524",1,440,"Low Value"
"15525",4,811.02,"Mid Value"
"15526",2,148.44,"Low Value"
"15527",10,2348.82,"High Value"
"15528",1,229.33,"Low Value"
"15529",12,3967.78,"High Value"
"15530",4,1502.35,"High Value"
"15531",2,2007.44,"High Value"
"15532",6,1517.08,"High Value"
"15533",5,746.92,"Mid Value"
"15535",7,459.90,"Low Value"
"15537",1,110.92,"Low Value"
"15539",1,538.46,"Mid Value"
"15540",1,213.30,"Low Value"
"15541",1,85.13,"Low Value"
"15543",1,127.86,"Low Value"
"15544",11,3542.51,"High Value"
"15545",2,292.72,"Low Value"
"15547",14,4954.84,"High Value"
"15549",4,1655.76,"High Value"
"15550",4,575.63,"Mid Value"
"15551",1,436.06,"Low Value"
"15552",1,90.12,"Low Value"
"15553",1,437.23,"Low Value"
"15554",1,217.20,"Low Value"
"15555",20,4758.20,"High Value"
"15556",1,279.77,"Low Value"
"15557",1,473.65,"Low Value"
"15561",5,722.74,"Mid Value"
"15562",1,134.55,"Low Value"
"15563",7,1319.69,"High Value"
"15565",2,173.16,"Low Value"
"15567",1,186.01,"Low Value"
"15568",3,758.29,"Mid Value"
"15569",5,1375.71,"High Value"
"15570",13,4109.97,"High Value"
"15571",4,650.43,"Mid Value"
"15572",7,2552.86,"High Value"
"15573",2,607.45,"Mid Value"
"15574",4,702.25,"Mid Value"
"15576",1,940.67,"Mid Value"
"15577",3,258.88,"Low Value"
"15578",1,127.10,"Low Value"
"15579",2,348.60,"Low Value"
"15581",14,3429.97,"High Value"
"15582",3,682.91,"Mid Value"
"15584",5,722.61,"Mid Value"
"15585",1,455.30,"Low Value"
"15587",4,913.68,"Mid Value"
"15589",4,456.58,"Low Value"
"15590",1,-30.19,"Low Value"
"15592",1,388.58,"Low Value"
"15593",1,199.80,"Low Value"
"15594",6,1767.53,"High Value"
"15596",9,1343.34,"High Value"
"15597",2,315.72,"Low Value"
"15598",3,235.68,"Low Value"
"15599",2,761.74,"Mid Value"
"15601",17,6745.36,"High Value"
"15602",15,1083.63,"High Value"
"15603",1,48.48,"Low Value"
"15604",1,216.39,"Low Value"
"15605",5,1198.23,"High Value"
"15606",11,2422.64,"High Value"
"15607",1,104.76,"Low Value"
"15608",4,1093.68,"High Value"
"15609",2,270.03,"Low Value"
"15610",1,112.46,"Low Value"
"15611",15,1568.39,"High Value"
"15612",2,195.15,"Low Value"
"15615",27,10360.04,"High Value"
"15618",5,747.031,"Mid Value"
"15619",1,336.40,"Low Value"
"15620",6,1524.40,"High Value"
"15621",6,1158.77,"High Value"
"15622",16,3224.53,"High Value"
"15623",1,301.03,"Low Value"
"15624",4,588.13,"Mid Value"
"15625",8,1504.56,"High Value"
"15626",2,675.80,"Mid Value"
"15628",10,2865.64,"High Value"
"15630",3,1180.40,"High Value"
"15632",10,3147.31,"High Value"
"15634",1,243.55,"Low Value"
