"invoice_no","stock_code","quantity","unit_price","revenue"
"543989","22139",96,4.25,408.00
"543989","22333",192,1.45,278.40
"543989","22329",144,1.45,208.80
"543989","22505",24,4.25,102.00
"543989","22628",120,4.25,510.00
"543989","22667",24,2.55,61.20
"543989","21218",96,3.25,312.00
"543989","22840",12,6.95,83.40
"543989","22841",12,6.95,83.40
"543989","22842",12,5.95,71.40
"543989","22843",12,5.95,71.40
"543989","21164",72,2.55,183.60
"543989","21249",60,2.55,153.00
"543989","20726",100,1.45,145.00
"543989","22331",144,1.45,208.80
"543989","20973",384,0.55,211.20
"543989","22326",96,2.55,244.80
"543989","21058",144,0.72,103.68
"543989","22835",8,4.65,37.20
"543989","84029G",8,3.75,30.00
"543989","21195",48,1.69,81.12
"543989","21191",48,1.69,81.12
"543989","21192",48,1.45,69.60
"543989","21977",120,0.42,50.40
"543990","82482",6,2.55,15.30
"543990","21314",16,2.1,33.6
"543990","22767",2,9.95,19.90
"543990","22768",2,9.95,19.90
"543990","22936",6,3.25,19.50
"543990","22931",6,2.55,15.30
"543990","22488",12,1.65,19.80
"543990","22457",6,2.95,17.70
"543990","22984",12,0.42,5.04
"543990","21519",12,0.42,5.04
"543990","22819",12,0.42,5.04
"543990","22716",12,0.42,5.04
"543990","22983",12,0.42,5.04
"543990","22026",12,0.42,5.04
"543990","22559",12,1.25,15.00
"543990","22384",10,1.65,16.50
"543990","85099B",30,1.95,58.50
"543990","22966",12,1.25,15.00
"543990","22960",6,4.25,25.50
"543990","22904",6,2.95,17.70
"543990","22962",12,0.85,10.20
"543990","22730",4,3.75,15.00
"543990","22728",4,3.75,15.00
"543990","22969",12,1.45,17.40
"543991","16014",1500,0.32,480.00
"543991","16015",100,0.5,50.0
"543991","16016",100,0.85,85.00
"C543992","POST",-1,18,-18
"543993","22411",10,1.95,19.50
"543993","20725",10,1.65,16.50
"543993","22384",10,1.65,16.50
"543993","20727",10,1.65,16.50
"543993","21670",12,1.25,15.00
"543993","21673",12,1.25,15.00
"543993","21671",12,1.25,15.00
"543993","21485",3,4.95,14.85
"543993","22961",12,1.45,17.40
"543993","22960",6,4.25,25.50
"543993","48116",2,7.95,15.90
"543993","21986",24,0.29,6.96
"543993","84663A",3,5.95,17.85
"543993","21931",10,1.95,19.50
"543993","22385",10,1.95,19.50
"543993","85099B",10,1.95,19.50
"543993","22386",10,1.95,19.50
"543993","21669",12,1.25,15.00
"543994","22604",256,2.1,537.6
"543994","22149",280,1.85,518.00
"543994","22197",600,0.72,432.00
"543994","21731",144,1.45,208.80
"543995","22969",96,1.25,120.00
"543995","22960",12,3.75,45.00
"543995","22729",12,3.75,45.00
"543995","22726",12,3.75,45.00
"543995","22781",6,7.65,45.90
"543995","85061W",72,0.85,61.20
"543995","21314",48,1.85,88.80
"543995","84971S",72,0.85,61.20
"543995","22148",40,1.65,66.00
"543995","22894",12,9.95,119.40
"543995","22908",24,0.85,20.40
"543995","22303",36,2.1,75.6
"543996","47566",5,4.95,24.75
"543996","22881",8,1.95,15.60
"543996","22883",8,1.95,15.60
"543996","22885",8,1.95,15.60
"543996","22149",6,2.1,12.6
"543996","21533",6,4.95,29.70
"543996","21537",4,4.25,17.00
"543996","21155",6,2.55,15.30
"543996","22558",12,1.49,17.88
"543996","22690",2,7.95,15.90
"543996","48187",2,7.95,15.90
"543996","21527",4,7.95,31.80
"543996","21528",4,6.95,27.80
"543996","22082",10,1.65,16.50
"543996","85049C",12,1.25,15.00
"543996","22076",12,1.65,19.80
"543996","22077",12,1.65,19.80
"543996","85049H",12,1.25,15.00
"543996","85049F",12,1.25,15.00
"543996","85177",12,0.85,10.20
"543996","22090",6,2.95,17.70
"543996","22668",5,2.95,14.75
"543996","22570",4,3.75,15.00
"543996","22569",4,3.75,15.00
"543996","85144",2,7.25,14.50
"543996","21534",3,4.95,14.85
"543997","21497",25,0.42,10.50
"543997","21094",5,0.85,4.25
"543997","21080",2,0.85,1.70
"543997","17003",36,0.29,10.44
"543997","21086",4,0.65,2.60
"543997","22636",1,8.5,8.5
"543997","22988",15,1.25,18.75
"543997","21584",1,1.65,1.65
"543997","16237",15,0.21,3.15
"543997","21328",1,1.65,1.65
"543997","21329",1,1.65,1.65
"543997","22331",2,1.65,3.30
"543997","22334",2,1.65,3.30
"543997","21985",1,0.29,0.29
"543997","21981",1,0.29,0.29
"543997","22614",1,0.29,0.29
"543997","84228",3,0.42,1.26
"543997","22934",1,2.95,2.95
"543997","16161U",25,0.42,10.50
"543997","35471D",1,1.25,1.25
"543997","22817",12,0.42,5.04
"543997","22906",2,1.65,3.30
"543997","21509",12,0.42,5.04
"543997","84218",1,1.95,1.95
"543997","84380",1,1.25,1.25
"543997","21439",2,1.25,2.50
"543997","20723",1,0.85,0.85
"543997","22968",1,9.95,9.95
"543997","22147",2,1.45,2.90
"543997","22355",2,0.85,1.70
"543997","21640",3,0.85,2.55
"543997","21641",3,0.85,2.55
"543997","21644",3,1.25,3.75
"543997","20986",6,1.25,7.50
"543997","22966",1,1.25,1.25
"543997","22139",4,4.95,19.80
"543998","84945",60,0.85,51.00
"543998","22970",36,2.1,75.6
"543998","22971",36,2.1,75.6
"543998","21326",96,0.65,62.40
"C544034","21878",-1,0.85,-0.85
"C544034","21626",-2,1.95,-3.90
"C544034","22197",-1,0.85,-0.85
"C544034","22553",-1,1.65,-1.65
"C544034","85035A",-1,4.25,-4.25
"C544034","21743",-5,2.95,-14.75
"544035","48185",2,7.95,15.90
"544035","48138",2,7.95,15.90
"544035","22692",2,7.95,15.90
"544035","48188",2,7.95,15.90
"544035","48129",2,7.95,15.90
"544035","48184",2,7.95,15.90
"544035","21621",36,8.5,306.0
"544035","22357",12,3.75,45.00
"544035","22358",6,2.95,17.70
"544035","21622",4,4.95,19.80
"544035","22507",4,4.95,19.80
"544035","21623",4,9.95,39.80
"544035","22084",40,2.55,102.00
"544035","21878",48,0.85,40.80
"544035","21524",2,7.95,15.90
"544035","84997D",4,4.15,16.60
"544035","84997A",4,4.15,16.60
"544035","84997C",4,4.15,16.60
"544035","84997B",4,4.15,16.60
"544035","22424",2,12.75,25.50
"544035","22795",4,6.75,27.00
"544036","22423",16,10.95,175.20
"544036","22795",2,6.75,13.50
"544037","21662",3,5.95,17.85
"544037","20754",6,2.1,12.6
"544037","20914",6,2.95,17.70
"544037","21080",12,0.85,10.20
"544037","21210",12,1.45,17.40
"544037","21212",24,0.55,13.20
"544037","21531",6,2.55,15.30
"544037","21533",3,4.95,14.85
"544037","22072",8,3.75,30.00
"544037","22073",4,3.75,15.00
"544037","22348",24,0.85,20.40
"544037","22508",4,3.75,15.00
"544037","22558",12,1.49,17.88
"544037","22667",6,2.95,17.70
"544037","22795",6,6.75,40.50
"544037","22666",6,2.95,17.70
"544037","22907",12,0.85,10.20
"544037","22960",6,4.25,25.50
"544037","22961",12,1.45,17.40
"544037","84987",12,1.45,17.40
"544037","84991",24,0.55,13.20
"544037","21231",12,1.25,15.00
"544037","21232",12,1.25,15.00
"544037","21884",12,0.65,7.80
"544037","22851",12,0.85,10.20
"544037","21876",12,1.25,15.00
"544037","21908",12,2.1,25.2
"544037","21621",4,8.5,34.0
"544037","21866",12,1.25,15.00
"544037","21625",3,6.95,20.85
"544037","85232A",3,4.95,14.85
"544037","20846",12,1.25,15.00
"544037","21390",24,1.25,30.00
"544037","21411",3,4.25,12.75
"544037","21879",12,0.65,7.80
"544037","22294",24,1.25,30.00
"544037","22469",12,1.65,19.80
"544037","22855",12,1.25,15.00
"544037","84992",24,0.55,13.20
"544037","20886",6,1.95,11.70
"544037","21174",12,1.95,23.40
"544037","22669",10,2.95,29.50
"544037","22668",5,2.95,14.75
"544037","21115",2,6.75,13.50
"544037","22892",12,1.25,15.00
"544037","22720",3,4.95,14.85
"544037","22722",8,3.95,31.60
"544037","22652",10,1.65,16.50
"544037","22759",12,1.65,19.80
"544037","21059",24,0.85,20.40
"544037","22283",2,7.95,15.90
"C544038","22798",-3,2.95,-8.85
"C544038","22784",-4,4.95,-19.80
"C544038","22505",-1,4.95,-4.95
"C544038","22796",-2,9.95,-19.90
"544039","22215",1,8.5,8.5
"544039","48188",20,6.75,135.00
"544039","20685",10,6.75,67.50
"544040","21399",6,2.1,12.6
"544040","21398",6,2.1,12.6
"544040","22900",2,2.95,5.90
"544040","22989",6,3.25,19.50
"544040","85150",1,2.55,2.55
"544040","82599",1,2.1,2.1
"544040","82582",1,2.1,2.1
"544040","85152",1,2.1,2.1
"544040","22117",1,2.95,2.95
"544040","22413",1,2.95,2.95
"544040","21907",1,2.1,2.1
"544040","21908",1,2.1,2.1
"544040","21181",1,2.1,2.1
"544040","21174",1,2.08,2.08
"544040","21175",1,2.55,2.55
"544040","21165",1,1.69,1.69
"544040","22349",2,3.75,7.50
"544040","22350",2,2.55,5.10
"544040","22722",3,3.95,11.85
"544040","21468",2,3.75,7.50
"544040","22666",1,2.95,2.95
"544040","84212",6,0.65,3.90
"544040","22721",1,4.95,4.95
"544040","22666",1,2.95,2.95
"544040","22720",3,4.95,14.85
"544040","22839",1,14.95,14.95
"544040","22840",1,7.95,7.95
"544040","22841",1,7.95,7.95
"544040","22838",1,14.95,14.95
"544040","22791",9,1.25,11.25
"544040","85066",1,12.75,12.75
"544040","22261",1,0.85,0.85
"544040","22333",1,1.65,1.65
"544040","22569",1,3.75,3.75
"544040","22570",1,3.75,3.75
"544040","20971",2,1.25,2.50
"544040","22260",1,0.85,0.85
"544040","22261",1,0.85,0.85
"544040","22262",2,0.85,1.70
"544040","22938",1,1.95,1.95
"544040","21676",3,0.85,2.55
"544040","85049G",1,1.25,1.25
"544040","85049E",1,1.25,1.25
"544040","20762",1,3.75,3.75
"544040","22083",1,2.95,2.95
"544040","22961",1,1.45,1.45
"544040","22233",1,1.65,1.65
"544040","22496",1,2.95,2.95
"544040","20829",2,2.1,4.2
"544040","22147",2,1.45,2.90
"544040","22933",2,2.95,5.90
"544041","84406B",8,4.15,33.20
"544041","22667",6,2.95,17.70
"544041","21870",12,1.25,15.00
"544041","21874",12,1.25,15.00
"544041","21872",12,1.25,15.00
"544041","21527",2,7.95,15.90
"544041","21216",24,4.25,102.00
"544041","21218",6,3.75,22.50
"544041","20972",12,1.25,15.00
"544041","22179",4,6.75,27.00
"544041","22077",24,1.65,39.60
"544041","20914",6,2.95,17.70
"544041","22505",4,4.95,19.80
"544041","84247G",12,0.42,5.04
"544041","22984",12,0.42,5.04
"544041","21519",12,0.42,5.04
"544041","22819",12,0.42,5.04
"544042","22853",2,3.25,6.50
"544042","22896",1,2.55,2.55
"544042","22898",1,1.95,1.95
"544042","82580",2,0.55,1.10
"544042","82581",2,0.55,1.10
"544042","22670",3,1.25,3.75
"544042","79321",1,5.75,5.75
"544042","84968E",1,12.75,12.75
"544042","22381",2,2.1,4.2
"544042","22377",1,2.1,2.1
"544042","21754",3,5.95,17.85
"544042","47566",1,4.95,4.95
"544042","71053",6,3.75,22.50
"544042","21927",1,1.25,1.25
"544042","46000S",2,1.45,2.90
"544043","22424",1,12.75,12.75
"544044","84946",6,1.25,7.50
"544044","22798",4,2.95,11.80
"544044","22800",4,3.75,15.00
"544044","82482",6,2.55,15.30
"544044","22989",6,3.25,19.50
"544044","22112",2,4.95,9.90
"544044","21484",2,3.45,6.90
"544044","22720",1,4.95,4.95
"544044","22784",6,4.95,29.70
"544044","22423",2,12.75,25.50
"544044","85014B",2,5.95,11.90
"544044","21524",1,7.95,7.95
"544044","48194",1,7.95,7.95
"544044","48188",1,7.95,7.95
"544045","22807",12,2.95,35.40
"544045","22780",48,3.75,180.00
"544045","85180A",24,3.81,91.44
"544045","20931",24,2.95,70.80
"544045","22179",6,6.75,40.50
"544045","22468",6,6.75,40.50
"544045","79321",72,4.95,356.40
"544045","21731",144,1.45,208.80
"544051","22720",6,4.95,29.70
"544051","22723",8,3.95,31.60
"544051","23233",25,0.42,10.50
"544051","23231",25,0.42,10.50
"544051","22966",12,1.25,15.00
"544051","22487",1,9.95,9.95
"544051","20728",10,1.65,16.50
"544051","20725",10,1.65,16.50
"544051","22662",10,1.65,16.50
"544051","22843",2,6.75,13.50
"544051","22842",2,6.75,13.50
"544051","21947",12,1.25,15.00
"544051","22180",1,9.95,9.95
"544051","85099C",10,1.95,19.50
"544051","85099B",10,1.95,19.50
"544051","21931",10,1.95,19.50
"544051","22303",6,2.55,15.30
"544051","22302",6,2.55,15.30
"544051","22722",8,3.95,31.60
"544051","21314",8,2.1,16.8
"544051","16237",30,0.21,6.30
"544051","10135",10,1.25,12.50
"544051","21114",10,1.25,12.50
"544051","22637",4,2.55,10.20
"544051","21556",6,2.55,15.30
"544051","21790",12,0.85,10.20
"544051","85039B",12,1.65,19.80
"544055","21136",24,1.69,40.56
"544055","84879",40,1.69,67.60
"544055","22219",12,0.85,10.20
"544055","22295",12,1.65,19.80
"544055","22296",12,1.65,19.80
"544055","21390",24,1.25,30.00
"544055","85123A",12,2.95,35.40
"544055","21135",16,1.69,27.04
"544055","22697",6,2.95,17.70
"544055","22189",4,3.95,15.80
"544055","22698",6,2.95,17.70
"544056","22197",12,0.85,10.20
"544056","82486",2,8.95,17.90
"544056","22771",12,1.25,15.00
"544056","22772",12,1.25,15.00
"544056","22775",12,1.25,15.00
"544056","82482",6,2.55,15.30
"544056","47591D",8,1.95,15.60
"544056","21155",6,2.55,15.30
"544056","47559B",10,1.25,12.50
"544056","22148",12,1.95,23.40
"544056","22241",12,1.25,15.00
"544056","85194L",12,0.85,10.20
"544056","85194S",24,0.65,15.60
"544056","22029",12,0.42,5.04
"544056","21790",12,0.85,10.20
"544056","22175",6,2.95,17.70
"544056","22556",12,1.65,19.80
"544056","20712",10,1.95,19.50
"544056","20713",10,1.95,19.50
"C544057","22061",-1,9.95,-9.95
"C544057","22060",-1,9.95,-9.95
"544058","22513",2,3.75,7.50
"544058","22510",2,3.75,7.50
"544058","22511",2,3.75,7.50
"544058","22352",6,2.55,15.30
"544058","21408",3,4.25,12.75
"544058","22767",2,9.95,19.90
"544058","22796",2,9.95,19.90
"544058","72351A",12,2.1,25.2
"544058","72351B",12,2.1,25.2
"544058","82494L",6,2.95,17.70
"544058","22381",5,2.1,10.5
"544058","22380",5,2.1,10.5
"544058","22379",5,2.1,10.5
"544058","22637",4,2.55,10.20
"544058","22107",4,3.75,15.00
"544058","22109",4,3.75,15.00
"544059","22722",1,3.95,3.95
"544059","21705",3,1.65,4.95
"544059","21703",1,0.42,0.42
"544059","22441",2,2.1,4.2
"544059","21896",3,2.1,6.3
"544059","22846",1,16.95,16.95
"544059","11001",16,1.69,27.04
"544059","22353",4,2.55,10.20
"544059","22230",3,0.85,2.55
"544059","22241",1,1.25,1.25
"544059","22786",2,5.95,11.90
"544059","22270",1,3.75,3.75
"544059","47559B",1,1.25,1.25
"544059","47310M",6,1.25,7.50
"544059","22727",2,3.75,7.50
"544059","21888",1,3.75,3.75
"544059","47599A",2,2.1,4.2
"544059","21889",2,1.25,2.50
"544060","21213",12,0.55,6.60
"544060","84992",12,0.55,6.60
"544060","21591",1,1.25,1.25
"544060","22461",6,10.95,65.70
"544060","21989",6,0.85,5.10
"544060","21870",6,1.25,7.50
"544060","84520B",4,0.85,3.40
"544060","22775",1,1.25,1.25
"544060","22624",1,8.5,8.5
"544060","48173C",1,7.95,7.95
"544060","22385",1,1.95,1.95
"544060","85099C",1,1.95,1.95
"544060","90200D",3,4.25,12.75
"544060","90200B",3,4.25,12.75
"544060","90200E",3,4.25,12.75
"544061","22413",12,2.95,35.40
"544061","21175",12,2.55,30.60
"544062","82483",2,6.95,13.90
"544062","22121",1,5.95,5.95
"544062","35924",2,2.1,4.2
"544062","21175",2,2.55,5.10
"544062","84949",1,1.65,1.65
"544062","22773",24,1.25,30.00
"544062","21558",1,2.55,2.55
"544062","84849D",2,1.69,3.38
"544062","21947",6,1.25,7.50
"544062","84912A",1,3.75,3.75
"544062","15056BL",2,5.95,11.90
"544062","15056N",2,5.95,11.90
"544062","21930",2,1.95,3.90
"544062","22112",2,4.95,9.90
"544062","22291",5,1.45,7.25
"544062","22276",2,2.55,5.10
"544062","20829",2,2.1,4.2
"544062","85185B",1,2.95,2.95
"544062","22162",3,2.95,8.85
"544062","35637A",2,5.95,11.90
"544062","21563",1,2.95,2.95
"544062","35921",2,1.25,2.50
"544062","85163B",6,10.95,65.70
"544062","85099C",100,1.65,165.00
"544062","22352",60,2.1,126.0
"544062","21931",100,1.65,165.00
"544062","21673",96,1.06,101.76
"544064","22171",1,8.5,8.5
"544064","22443",1,7.95,7.95
"544064","82494L",1,2.95,2.95
"544064","82482",1,2.55,2.55
"544064","22796",1,9.95,9.95
"544064","21272",2,1.25,2.50
"544064","22456",1,4.95,4.95
"544064","22794",1,7.95,7.95
"544064","22457",3,2.95,8.85
"544064","22912",1,4.95,4.95
"544064","84792",1,4.65,4.65
"544064","22913",1,4.95,4.95
"544064","22442",1,7.95,7.95
"544064","21361",1,12.75,12.75
"544064","21364",1,6.75,6.75
"544064","21363",1,4.95,4.95
"544064","82486",1,8.95,8.95
"544064","48138",1,7.95,7.95
"544064","21524",1,7.95,7.95
"544065","62096A",6,1.25,7.50
"544065","22384",10,1.65,16.50
"544065","20728",10,1.65,16.50
"544065","20726",10,1.65,16.50
"544065","48187",4,7.95,31.80
"544065","48185",2,7.95,15.90
"544065","48194",2,7.95,15.90
"544065","15036",12,0.75,9.00
"544065","15056N",3,5.95,17.85
"544065","15060B",4,3.75,15.00
"544065","85014B",3,5.95,17.85
"544065","21703",12,0.42,5.04
"544065","21889",12,1.25,15.00
"544065","21922",2,7.95,15.90
"544065","47591D",8,1.95,15.60
"544065","47567B",3,5.95,17.85
"544065","22424",1,12.75,12.75
"544066","22053",10,1.25,12.50
"544066","15036",48,0.75,36.00
"544066","22464",12,1.65,19.80
"544066","21463",16,4.95,79.20
"544066","21621",4,8.5,34.0
"544067","22907",8,0.85,6.80
"544067","22771",12,1.25,15.00
"544067","22773",12,1.25,15.00
"544067","22772",12,1.25,15.00
"544067","85035A",6,4.25,25.50
"544067","20767",3,2.55,7.65
"544067","20762",3,3.75,11.25
"544067","20768",3,2.55,7.65
"544067","20761",3,3.75,11.25
"544067","20764",3,3.75,11.25
"544067","20756",3,0.85,2.55
"544067","20758",3,0.85,2.55
"544067","20755",3,0.85,2.55
"544067","20770",3,2.55,7.65
"544067","85036A",6,4.25,25.50
"544067","79000",24,0.85,20.40
"544067","22697",8,2.95,23.60
"544067","22698",8,2.95,23.60
"544067","84879",16,1.69,27.04
"544067","85099C",4,1.95,7.80
"544068","21245",2,1.69,3.38
"544068","22851",2,0.85,1.70
"544068","22383",2,1.65,3.30
"544068","21239",2,0.85,1.70
"544068","21240",1,0.85,0.85
"544068","22197",2,0.85,1.70
"544068","20675",2,1.25,2.50
"544068","20677",2,1.25,2.50
"544068","20674",2,1.25,2.50
"544068","84879",3,1.69,5.07
"544068","21244",1,1.69,1.69
"544068","21242",1,1.69,1.69
"544068","21245",2,1.69,3.38
"544068","22851",2,0.85,1.70
"544068","84520B",4,0.85,3.40
"544068","22383",1,1.65,1.65
"544068","21908",1,2.1,2.1
"544068","20677",1,1.25,1.25
"544068","20676",1,1.25,1.25
"544068","20674",1,1.25,1.25
"544068","20675",1,1.25,1.25
"544068","22773",2,1.25,2.50
"544068","22771",12,1.25,15.00
"544068","22197",2,0.85,1.70
"544068","21240",1,0.85,0.85
"544068","21238",1,0.85,0.85
"544068","21239",2,0.85,1.70
"544068","21136",1,1.69,1.69
"544068","84879",1,1.69,1.69
"544068","79000",3,0.85,2.55
"544069","22554",12,1.65,19.80
"544069","20981",12,0.85,10.20
"544069","22326",6,2.95,17.70
"544069","20750",8,7.95,63.60
"544069","20983",12,0.85,10.20
"544069","22628",4,4.95,19.80
"544069","22328",6,2.95,17.70
"544069","22555",12,1.65,19.80
"544069","22549",12,1.45,17.40
"544069","22659",12,1.95,23.40
"544069","POST",2,18,36
"544070","48185",10,6.75,67.50
"544070","47567B",6,5.95,35.70
"544070","47591D",16,1.95,31.20
"544070","22135",12,0.42,5.04
"544070","84997D",4,4.15,16.60
"544070","35914",12,2.1,25.2
"544070","22698",6,2.95,17.70
"544070","84509B",8,3.75,30.00
"544070","47580",6,2.55,15.30
"544070","22966",12,1.25,15.00
"544070","20616",6,2.1,12.6
"544070","20970",4,3.75,15.00
"544070","22059",12,1.49,17.88
"544070","22305",6,2.55,15.30
"544070","84050",12,1.65,19.80
"544070","84661C",6,2.55,15.30
"544070","85040A",12,1.65,19.80
"544070","47559B",10,1.25,12.50
"544070","84378",12,1.25,15.00
"544070","22200",8,4.25,34.00
"544070","22386",20,1.95,39.00
"544070","22356",10,0.85,8.50
"544070","35646",4,4.25,17.00
"544070","62096A",6,1.25,7.50
"544070","84857C",2,8.5,17.0
"544070","84859C",2,5.95,11.90
"544070","20867",12,1.25,15.00
"544070","71279",6,2.95,17.70
"544071","22047",25,0.42,10.50
"544071","22960",12,3.75,45.00
"544071","16161P",25,0.42,10.50
"544071","22501",2,9.95,19.90
"544071","22670",12,1.25,15.00
"544071","82551",12,1.45,17.40
"544071","21671",12,1.25,15.00
"544071","21673",12,1.25,15.00
"544071","22284",12,1.65,19.80
"544071","22720",3,4.95,14.85
"544071","22348",12,0.85,10.20
"544071","22084",6,2.95,17.70
"544071","22968",2,9.95,19.90
"544071","22139",3,4.95,14.85
"544071","21977",24,0.55,13.20
"544071","22900",6,2.95,17.70
"544071","21658",4,3.95,15.80
"544071","22986",25,0.42,10.50
"544071","22709",25,0.42,10.50
"544071","22988",24,1.25,30.00
"544071","21472",6,3.75,22.50
"544071","22507",4,4.95,19.80
"544071","21500",25,0.42,10.50
"544071","21174",12,2.08,24.96
"544071","21181",12,2.1,25.2
"544071","21155",12,2.55,30.60
"544071","22567",12,1.25,15.00
"544071","22423",4,12.75,51.00
"544071","84692",25,0.42,10.50
"544071","21974",12,1.45,17.40
"544073","22749",48,3.39,162.72
"544073","22751",48,3.39,162.72
"544073","22750",48,3.39,162.72
"544073","22748",60,1.85,111.00
"544073","22747",60,1.85,111.00
"544073","22745",60,1.85,111.00
"544073","22746",60,1.85,111.00
"544073","22960",48,3.75,180.00
"544073","22720",96,4.25,408.00
"544073","21785",407,0.65,264.55
"544074","85099F",2,1.95,3.90
"544074","21931",2,1.95,3.90
"544074","22663",2,1.95,3.90
"544074","22411",2,1.95,3.90
"544074","85099B",2,1.95,3.90
"544074","22385",2,1.95,3.90
"544074","22967",2,2.95,5.90
"544074","22860",6,1.65,9.90
"544074","22858",6,1.65,9.90
"544074","85194L",36,0.85,30.60
"544074","22957",3,2.95,8.85
"544074","84461",1,2.55,2.55
"544074","85188A",12,0.85,10.20
"544074","85200",12,1.25,15.00
"544074","21457",4,1.25,5.00
"544074","21458",4,1.25,5.00
"544074","22933",4,2.95,11.80
"544074","85205B",5,2.55,12.75
"544074","22913",2,4.95,9.90
"544074","22912",1,4.95,4.95
"544074","22914",2,4.95,9.90
"544074","22774",12,1.25,15.00
"544074","22773",12,1.25,15.00
"544074","22774",12,1.25,15.00
"544074","22752",2,8.5,17.0
"544074","22744",4,2.95,11.80
"544074","22720",2,4.95,9.90
"544074","22932",4,2.55,10.20
"544074","22930",4,2.55,10.20
"544074","21179",4,1.25,5.00
"544074","21383",6,0.65,3.90
"544074","21717",4,2.55,10.20
"544074","22098",2,1.25,2.50
"544074","15056P",2,5.95,11.90
"544074","15056N",2,5.95,11.90
"544074","85014B",2,5.95,11.90
"544074","82580",5,0.55,2.75
"544074","22117",2,2.95,5.90
"544074","21171",2,1.45,2.90
"544074","21166",2,2.08,4.16
"544074","22412",2,2.1,4.2
"544074","22413",2,2.95,5.90
"544074","82581",6,0.55,3.30
"544074","21907",2,2.1,4.2
"544074","82551",2,1.45,2.90
"544074","84755",16,0.65,10.40
"544074","22948",24,0.85,20.40
"544074","22745",2,2.1,4.2
"544074","22748",2,2.1,4.2
"544074","22746",2,2.1,4.2
"544074","22449",2,3.35,6.70
"544074","22450",2,3.35,6.70
"544074","22454",4,2.95,11.80
"544074","22453",4,2.95,11.80
"544074","22452",4,2.95,11.80
"544074","51014C",12,0.85,10.20
"544074","22173",3,2.95,8.85
"544074","22078",10,2.1,21.0
"544074","22398",4,1.25,5.00
"544074","22402",4,1.25,5.00
"544074","22396",4,1.25,5.00
"544074","84709B",2,5.95,11.90
"544074","84707B",1,9.95,9.95
"544074","84707A",1,9.95,9.95
"544074","21164",4,2.95,11.80
"544074","21158",2,1.45,2.90
"544074","21159",2,1.45,2.90
"544074","21163",4,1.45,5.80
"544074","82552",4,1.45,5.80
"544074","84406B",3,4.15,12.45
"544074","22808",4,2.95,11.80
"544074","51014L",12,0.85,10.20
"544074","51014A",12,0.85,10.20
"544074","21445",4,1.25,5.00
"544074","21447",5,1.25,6.25
"544074","21446",6,1.25,7.50
"544074","85040A",4,1.65,6.60
"544074","22212",2,2.1,4.2
"544074","85049F",4,1.25,5.00
"544074","85049E",4,1.25,5.00
"544074","22077",4,1.65,6.60
"544074","85049G",4,1.25,5.00
"544074","85049C",4,1.25,5.00
"544074","22074",4,1.65,6.60
"544074","20828",4,2.55,10.20
"544074","22326",2,2.95,5.90
"544074","85059",1,3.75,3.75
"544074","22309",2,2.55,5.10
"544074","22567",4,1.25,5.00
"544074","84378",2,1.25,2.50
"544074","84380",2,1.25,2.50
"544074","84375",2,2.1,4.2
"544074","22630",2,1.95,3.90
"544074","22631",2,1.95,3.90
"544074","22629",2,1.95,3.90
"544074","22315",1,1.25,1.25
"544074","22955",4,2.1,8.4
"544074","22956",4,2.1,8.4
"544074","84843",1,5.95,5.95
"544074","21471",2,3.75,7.50
"544074","21465",2,3.75,7.50
"544074","22113",2,3.75,7.50
"544074","22112",2,4.95,9.90
"544074","22835",2,4.65,9.30
"544074","21481",2,2.95,5.90
"544074","84030E",2,4.25,8.50
"544074","22089",3,2.95,8.85
"544074","22090",3,2.95,8.85
"544074","22667",3,2.95,8.85
"544074","20803",6,1.65,9.90
"544075","22699",60,2.55,153.00
"544075","22697",24,2.55,61.20
"544075","22502",24,4.95,118.80
"544075","21756",18,5.45,98.10
"544075","79321",72,4.95,356.40
"544075","22604",64,2.1,134.4
"544075","22863",48,2.55,122.40
"544075","22838",16,12.75,204.00
"544075","22839",16,12.75,204.00
"544075","22842",24,5.95,142.80
"544075","22843",24,5.95,142.80
"544075","22727",50,3.39,169.50
"544075","22728",50,3.39,169.50
"544075","22725",50,3.39,169.50
"544075","21668",144,1.06,152.64
"544075","22964",144,1.85,266.40
"544075","22555",96,1.45,139.20
"544075","22629",64,1.65,105.60
"544075","22932",96,2.1,201.6
"544075","22967",48,2.55,122.40
"544075","23230",300,0.34,102.00
"544075","22985",300,0.34,102.00
"544075","23232",200,0.34,68.00
"544076","21671",24,1.25,30.00
"544076","21672",36,1.25,45.00
"544077","85194S",6,0.65,3.90
"544077","21389",6,0.85,5.10
"544077","21746",2,1.25,2.50
"544077","21749",5,2.1,10.5
"544077","21746",8,1.25,10.00
"544077","22967",2,2.95,5.90
"544077","85040A",4,1.65,6.60
"544077","85039B",4,1.65,6.60
"544077","84836",6,1.25,7.50
"544077","84970S",12,0.85,10.20
"544077","20857",4,1.65,6.60
"544077","20854",4,1.65,6.60
"544077","22954",6,1.25,7.50
"544077","84879",24,1.69,40.56
"544077","85186C",4,0.42,1.68
"544077","22294",4,1.25,5.00
"544077","22295",4,1.65,6.60
"544077","21717",6,2.55,15.30
"544077","21733",4,2.95,11.80
"544077","20856",4,1.65,6.60
"544077","21175",1,2.55,2.55
"544077","20771",1,2.55,2.55
"544077","20768",1,2.55,2.55
"544077","22219",8,0.85,6.80
"544077","21034",1,0.95,0.95
"544077","22248",8,0.85,6.80
"544077","22250",5,0.85,4.25
